UF,MUNICÍPIO,DDD
GO,CACHOEIRA DE GOIÁS,64
GO,CACHOEIRA DOURADA,64
GO,CAÇU,64
GO,CAIAPÔNIA,64
GO,CALDAS NOVAS,64
GO,CALDAZINHA,62
GO,CAMPESTRE DE GOIÁS,62
GO,CAMPINAÇU,62
GO,CAMPINORTE,62
GO,CAMPO ALEGRE DE GOIÁS,64
GO,CAMPO LIMPO DE GOIAS,62
GO,CAMPOS BELOS,62
GO,CAMPOS VERDES,62
GO,CARMO DO RIO VERDE,62
GO,CASTELÂNDIA,64
GO,CATALÃO,64
GO,CATURAÍ,62
GO,CAVALCANTE,62
GO,CERES,62
GO,CEZARINA,64
GO,CHAPADÃO DO CÉU,64
GO,CIDADE OCIDENTAL,61
GO,COCALZINHO DE GOIÁS,62
GO,COLINAS DO SUL,62
GO,CÓRREGO DO OURO,64
GO,CORUMBÁ DE GOIÁS,62
GO,CORUMBAÍBA,64
GO,CRISTALINA,61
GO,CRISTIANÓPOLIS,64
GO,CRIXÁS,62
GO,CROMÍNIA,64
GO,CUMARI,64
GO,DAMIANÓPOLIS,62
GO,DAMOLÂNDIA,62
GO,DAVINÓPOLIS,64
GO,DIORAMA,64
GO,DIVINÓPOLIS DE GOIÁS,62
GO,DOVERLÂNDIA,64
GO,EDEALINA,64
GO,EDÉIA,64
GO,ESTRELA DO NORTE,62
GO,FAINA,62
GO,FAZENDA NOVA,62
GO,FIRMINÓPOLIS,64
GO,FLORES DE GOIÁS,62
GO,FORMOSA,61
GO,FORMOSO,62
GO,GAMELEIRA DE GOIAS,62
GO,GOIANÁPOLIS,62
GO,GOIANDIRA,64
GO,GOIANÉSIA,62
GO,GOIÂNIA,62
GO,GOIANIRA,62
GO,GOIÁS,62
GO,GOIATUBA,64
GO,GOUVELÂNDIA,64
GO,GUAPÓ,62
GO,GUARAÍTA,62
GO,GUARANI DE GOIÁS,62
GO,GUARINOS,62
GO,HEITORAÍ,62
GO,HIDROLÂNDIA,62
GO,HIDROLINA,62
GO,IACIARA,62
GO,INACIOLÂNDIA,64
GO,INDIARA,64
GO,INHUMAS,62
GO,IPAMERI,64
GO,IPIRANGA DE GOIAS,62
GO,IPORÁ,64
GO,ISRAELÂNDIA,64
GO,ITABERAÍ,62
GO,ITAGUARI,62
GO,ITAGUARU,62
GO,ITAJÁ,64
GO,ITAPACI,62
GO,ITAPIRAPUÃ,62
GO,ITAPURANGA,62
GO,ITARUMÃ,64
GO,ITAUÇU,62
GO,ITUMBIARA,64
GO,IVOLÂNDIA,64
GO,JANDAIA,64
GO,JARAGUÁ,62
GO,JATAÍ,64
GO,JAUPACI,64
GO,JESÚPOLIS,62
GO,JOVIÂNIA,64
GO,JUSSARA,62
GO,LAGOA SANTA,64
GO,LEOPOLDO DE BULHÕES,62
GO,LUZIÂNIA,61
GO,MAIRIPOTABA,64
GO,MAMBAÍ,62
GO,MARA ROSA,62
GO,MARZAGÃO,64
GO,MATRINCHÃ,62
GO,MAURILÂNDIA,64
GO,MIMOSO DE GOIÁS,62
GO,MINAÇU,62
GO,MINEIROS,64
GO,MOIPORÁ,64
GO,MONTE ALEGRE DE GOIÁS,62
GO,MONTES CLAROS DE GOIÁS,62
GO,MONTIVIDIU,64
GO,MONTIVIDIU DO NORTE,62
GO,MORRINHOS,64
GO,MORRO AGUDO DE GOIÁS,62
GO,MOSSÂMEDES,64
GO,MOZARLÂNDIA,62
GO,MUNDO NOVO,62
GO,MUTUNÓPOLIS,62
GO,NAZÁRIO,64
GO,NERÓPOLIS,62
GO,NIQUELÂNDIA,62
GO,NOVA AMÉRICA,62
GO,NOVA AURORA,64
GO,NOVA CRIXÁS,62
GO,NOVA GLÓRIA,62
GO,NOVA IGUAÇU DE GOIÁS,62
GO,NOVA ROMA,62
GO,NOVA VENEZA,62
GO,NOVO BRASIL,62
GO,NOVO GAMA,61
GO,NOVO PLANALTO,62
GO,ORIZONA,64
GO,OURO VERDE DE GOIÁS,62
GO,OUVIDOR,64
GO,PADRE BERNARDO,61
GO,PALESTINA DE GOIÁS,64
GO,PALMEIRAS DE GOIÁS,64
GO,PALMELO,64
GO,PALMINÓPOLIS,64
GO,PANAMÁ,64
GO,PARANAIGUARA,64
GO,PARAÚNA,64
GO,PEROLÂNDIA,64
GO,PETROLINA DE GOIÁS,62
GO,PILAR DE GOIÁS,62
GO,PIRACANJUBA,64
GO,PIRANHAS,64
GO,PIRENÓPOLIS,62
GO,PIRES DO RIO,64
GO,PLANALTINA,61
GO,PONTALINA,64
GO,PORANGATU,62
GO,PORTEIRÃO,64
GO,PORTELÂNDIA,64
GO,POSSE,62
GO,PROFESSOR JAMIL,64
GO,QUIRINÓPOLIS,64
GO,RIALMA,62
GO,RIANÁPOLIS,62
GO,RIO QUENTE,64
GO,RIO VERDE,64
GO,RUBIATABA,62
GO,SANCLERLÂNDIA,64
GO,SANTA BÁRBARA DE GOIÁS,62
GO,SANTA CRUZ DE GOIÁS,64
GO,SANTA FÉ DE GOIÁS,62
GO,SANTA HELENA DE GOIÁS,64
GO,SANTA ISABEL,62
GO,SANTA RITA DO ARAGUAIA,64
GO,SANTA RITA DO NOVO DESTINO,62
GO,SANTA ROSA DE GOIÁS,62
GO,SANTA TEREZA DE GOIÁS,62
GO,SANTA TEREZINHA DE GOIÁS,62
GO,SANTO ANTÔNIO DA BARRA,64
GO,SANTO ANTÔNIO DE GOIÁS,62
GO,SANTO ANTÔNIO DO DESCOBERTO,61
GO,SÃO DOMINGOS,62
GO,SÃO FRANCISCO DE GOIÁS,62
GO,SÃO JOÃO D'ALIANÇA,62
GO,SÃO JOÃO DA PARAÚNA,64
GO,SÃO LUÍS DE MONTES BELOS,64
GO,SÃO LUÍZ DO NORTE,62
GO,SÃO MIGUEL DO ARAGUAIA,62
GO,SÃO MIGUEL DO PASSA QUATRO,62
GO,SÃO PATRÍCIO,62
GO,SÃO SIMÃO,64
GO,SENADOR CANEDO,62
GO,SERRANÓPOLIS,64
GO,SILVÂNIA,62
GO,SIMOLÂNDIA,62
GO,SÍTIO D'ABADIA,62
GO,TAQUARAL DE GOIÁS,62
GO,TERESINA DE GOIÁS,62
GO,TEREZÓPOLIS DE GOIÁS,62
GO,TRÊS RANCHOS,64
GO,TRINDADE,62
GO,TROMBAS,62
GO,TURVÂNIA,64
GO,TURVELÂNDIA,64
GO,UIRAPURU,62
GO,URUAÇU,62
GO,URUANA,62
GO,URUTAÍ,64
GO,VALPARAÍSO DE GOIÁS,61
GO,VARJÃO,62
GO,VIANÓPOLIS,62
GO,VICENTINÓPOLIS,64
GO,VILA BOA,61
GO,VILA PROPICIO,62
MA,AÇAILÂNDIA,99
MA,AFONSO CUNHA,98
MA,ÁGUA DOCE DO MARANHÃO,98
MA,ALCÂNTARA,98
MA,ALDEIAS ALTAS,99
MA,ALTAMIRA DO MARANHÃO,98
MA,ALTO ALEGRE DO MARANHÃO,99
MA,ALTO ALEGRE DO PINDARÉ,98
MA,ALTO PARNAÍBA,99
MA,AMAPÁ DO MARANHÃO,98
MA,AMARANTE DO MARANHÃO,99
MA,ANAJATUBA,98
MA,ANAPURUS,98
MA,APICUM-AÇU,98
MA,ARAGUANÃ,98
MA,ARAIOSES,98
MA,ARAME,99
MA,ARARI,98
MA,AXIXÁ,98
MA,BACABAL,99
MA,BACABEIRA,98
MA,BACURI,98
MA,BACURITUBA,98
MA,BALSAS,99
MA,BARÃO DE GRAJAÚ,99
MA,BARRA DO CORDA,99
MA,BARREIRINHAS,98
MA,BELA VISTA DO MARANHÃO,98
MA,BELÁGUA,98
MA,BENEDITO LEITE,99
MA,BEQUIMÃO,98
MA,BERNARDO DO MEARIM,99
MA,BOA VISTA DO GURUPI,98
MA,BOM JARDIM,98
MA,BOM JESUS DAS SELVAS,98
MA,BOM LUGAR,99
MA,BREJO,98
MA,BREJO DE AREIA,98
MA,BURITI,98
MA,BURITI BRAVO,99
MA,BURITICUPU,98
MA,BURITIRANA,99
MA,CACHOEIRA GRANDE,98
MA,CAJAPIÓ,98
MA,CAJARI,98
MA,CAMPESTRE DO MARANHÃO,99
MA,CÂNDIDO MENDES,98
MA,CANTANHEDE,98
MA,CAPINZAL DO NORTE,99
MA,CAROLINA,99
MA,CARUTAPERA,98
MA,CAXIAS,99
MA,CEDRAL,98
MA,CENTRAL DO MARANHÃO,98
MA,CENTRO DO GUILHERME,98
MA,CENTRO NOVO DO MARANHÃO,98
MA,CHAPADINHA,98
MA,CIDELÂNDIA,99
MA,CODÓ,99
MA,COELHO NETO,98
MA,COLINAS,99
MA,CONCEIÇÃO DO LAGO-AÇU,98
MA,COROATÁ,99
MA,CURURUPU,98
MA,DAVINÓPOLIS,99
MA,DOM PEDRO,99
MA,DUQUE BACELAR,98
MA,ESPERANTINÓPOLIS,99
MA,ESTREITO,99
MA,FEIRA NOVA DO MARANHÃO,99
MA,FERNANDO FALCÃO,99
MA,FORMOSA DA SERRA NEGRA,99
MA,FORTALEZA DOS NOGUEIRAS,99
MA,FORTUNA,99
MA,GODOFREDO VIANA,98
MA,GONÇALVES DIAS,99
MA,GOVERNADOR ARCHER,99
MA,GOVERNADOR EDISON LOBÃO,99
MA,GOVERNADOR EUGÊNIO BARROS,99
MA,GOVERNADOR LUIZ ROCHA,99
MA,GOVERNADOR NEWTON BELLO,98
MA,GOVERNADOR NUNES FREIRE,98
MA,GRAÇA ARANHA,99
MA,GRAJAÚ,99
MA,GUIMARÃES,98
MA,HUMBERTO DE CAMPOS,98
MA,ICATU,98
MA,IGARAPÉ DO MEIO,98
MA,IGARAPÉ GRANDE,99
MA,IMPERATRIZ,99
MA,ITAIPAVA DO GRAJAÚ,99
MA,ITAPECURU MIRIM,98
MA,ITINGA DO MARANHÃO,99
MA,JATOBÁ,99
MA,JENIPAPO DOS VIEIRAS,99
MA,JOÃO LISBOA,99
MA,JOSELÂNDIA,99
MA,JUNCO DO MARANHÃO,98
MA,LAGO DA PEDRA,99
MA,LAGO DO JUNCO,99
MA,LAGO DOS RODRIGUES,99
MA,LAGO VERDE,99
MA,LAGOA DO MATO,99
MA,LAGOA GRANDE DO MARANHÃO,99
MA,LAJEADO NOVO,99
MA,LIMA CAMPOS,99
MA,LORETO,99
MA,LUÍS DOMINGUES,98
MA,MAGALHÃES DE ALMEIDA,98
MA,MARACAÇUMÉ,98
MA,MARAJÁ DO SENA,98
MA,MARANHÃOZINHO,98
MA,MATA ROMA,98
MA,MATINHA,98
MA,MATÕES,99
MA,MATÕES DO NORTE,98
MA,MILAGRES DO MARANHÃO,98
MA,MIRADOR,99
MA,MIRANDA DO NORTE,98
MA,MIRINZAL,98
MA,MONÇÃO,98
MA,MONTES ALTOS,99
MA,MORROS,98
MA,NINA RODRIGUES,98
MA,NOVA COLINAS,99
MA,NOVA IORQUE,99
MA,NOVA OLINDA DO MARANHÃO,98
MA,OLHO D'ÁGUA DAS CUNHÃS,98
MA,OLINDA NOVA DO MARANHÃO,98
MA,PAÇO DO LUMIAR,98
MA,PALMEIRÂNDIA,98
MA,PARAIBANO,99
MA,PARNARAMA,99
MA,PASSAGEM FRANCA,99
MA,PASTOS BONS,99
MA,PAULINO NEVES,98
MA,PAULO RAMOS,98
MA,PEDREIRAS,99
MA,PEDRO DO ROSÁRIO,98
MA,PENALVA,98
MA,PERI MIRIM,98
MA,PERITORÓ,99
MA,PINDARÉ MIRIM,98
MA,PINHEIRO,98
MA,PIO XII,98
MA,PIRAPEMAS,98
MA,POÇÃO DE PEDRAS,99
MA,PORTO FRANCO,99
MA,PORTO RICO DO MARANHÃO,98
MA,PRESIDENTE DUTRA,99
MA,PRESIDENTE JUSCELINO,98
MA,PRESIDENTE MÉDICI,98
MA,PRESIDENTE SARNEY,98
MA,PRESIDENTE VARGAS,98
MA,PRIMEIRA CRUZ,98
MA,RAPOSA,98
MA,RIACHÃO,99
MA,RIBAMAR FIQUENE,99
MA,ROSÁRIO,98
MA,SAMBAÍBA,99
MA,SANTA FILOMENA DO MARANHÃO,99
MA,SANTA HELENA,98
MA,SANTA INÊS,98
MA,SANTA LUZIA,98
MA,SANTA LUZIA DO PARUÁ,98
MA,SANTA QUITÉRIA DO MARANHÃO,98
MA,SANTA RITA,98
MA,SANTANA DO MARANHÃO,98
MA,SANTO AMARO DO MARANHÃO,98
MA,SANTO ANTÔNIO DOS LOPES,99
MA,SÃO BENEDITO DO RIO PRETO,98
MA,SÃO BENTO,98
MA,SÃO BERNARDO,98
MA,SÃO DOMINGOS DO AZEITÃO,99
MA,SÃO DOMINGOS DO MARANHÃO,99
MA,SÃO FÉLIX DE BALSAS,99
MA,SÃO FRANCISCO DO BREJÃO,99
MA,SÃO FRANCISCO DO MARANHÃO,99
MA,SÃO JOÃO BATISTA,98
MA,SÃO JOÃO DO CARÚ,98
MA,SÃO JOÃO DO PARAÍSO,99
MA,SÃO JOÃO DO SOTER,99
MA,SÃO JOÃO DOS PATOS,99
MA,SÃO JOSÉ DE RIBAMAR,98
MA,SÃO JOSÉ DOS BASÍLIOS,99
MA,SÃO LUÍS,98
MA,SÃO LUÍS GONZAGA DO MARANHÃO,99
MA,SÃO MATEUS DO MARANHÃO,99
MA,SÃO PEDRO DA ÁGUA BRANCA,99
MA,SÃO PEDRO DOS CRENTES,99
MA,SÃO RAIMUNDO DAS MANGABEIRAS,99
MA,SÃO RAIMUNDO DO DOCA BEZERRA,99
MA,SÃO ROBERTO,99
MA,SÃO VICENTE FERRER,98
MA,SATUBINHA,98
MA,SENADOR ALEXANDRE COSTA,99
MA,SENADOR LA ROCQUE,99
MA,SERRANO DO MARANHÃO,98
MA,SÍTIO NOVO,99
MA,SUCUPIRA DO NORTE,99
MA,SUCUPIRA DO RIACHÃO,99
MA,TASSO FRAGOSO,99
MA,TIMBIRAS,99
MA,TIMON,99
MA,TRIZIDELA DO VALE,99
MA,TUFILÂNDIA,98
MA,TUNTUM,99
MA,TURIAÇU,98
MA,TURILÂNDIA,98
MA,TUTÓIA,98
MA,URBANO SANTOS,98
MA,VARGEM GRANDE,98
MA,VIANA,98
MA,VILA NOVA DOS MARTÍRIOS,99
MA,VITÓRIA DO MEARIM,98
MA,VITORINO FREIRE,98
MA,ZÉ DOCA,98
MG,ABADIA DOS DOURADOS,34
MG,ABAETÉ,37
MG,ABRE CAMPO,31
MG,ACAIACA,31
MG,AÇUCENA,33
MG,ÁGUA BOA,33
MG,ÁGUA COMPRIDA,34
MG,AGUANIL,35
MG,ÁGUAS FORMOSAS,33
MG,ÁGUAS VERMELHAS,33
MG,AIMORÉS,33
MG,AIURUOCA,35
MG,ALAGOA,35
MG,ALBERTINA,35
MG,ALÉM PARAÍBA,32
MG,ALFENAS,35
MG,ALFREDO VASCONCELOS,32
MG,ALMENARA,33
MG,ALPERCATA,33
MG,ALPINÓPOLIS,35
MG,ALTEROSA,35
MG,ALTO CAPARAÓ,32
MG,ALTO JEQUITIBÁ,33
MG,ALTO RIO DOCE,32
MG,ALVARENGA,33
MG,ALVINÓPOLIS,31
MG,ALVORADA DE MINAS,31
MG,AMPARO DO SERRA,31
MG,ANDRADAS,35
MG,ANDRELÂNDIA,35
MG,ANGELÂNDIA,33
MG,ANTÔNIO CARLOS,32
MG,ANTÔNIO DIAS,31
MG,ANTÔNIO PRADO DE MINAS,32
MG,ARAÇAÍ,31
MG,ARACITABA,32
MG,ARAÇUAÍ,33
MG,ARAGUARI,34
MG,ARANTINA,32
MG,ARAPONGA,31
MG,ARAPORÃ,34
MG,ARAPUÁ,34
MG,ARAÚJOS,37
MG,ARAXÁ,34
MG,ARCEBURGO,35
MG,ARCOS,37
MG,AREADO,35
MG,ARGIRITA,32
MG,ARICANDUVA,38
MG,ARINOS,38
MG,ASTOLFO DUTRA,32
MG,ATALÉIA,33
MG,AUGUSTO DE LIMA,38
MG,BAEPENDI,35
MG,BALDIM,31
MG,BAMBUÍ,37
MG,BANDEIRA,33
MG,BANDEIRA DO SUL,35
MG,BARÃO DE COCAIS,31
MG,BARÃO DE MONTE ALTO,32
MG,BARBACENA,32
MG,BARRA LONGA,31
MG,BARROSO,32
MG,BELA VISTA DE MINAS,31
MG,BELMIRO BRAGA,32
MG,BELO HORIZONTE,31
MG,BELO ORIENTE,31
MG,BELO VALE,31
MG,BERILO,33
MG,BERIZAL,38
MG,BERTÓPOLIS,33
MG,BETIM,31
MG,BIAS FORTES,32
MG,BICAS,32
MG,BIQUINHAS,37
MG,BOA ESPERANÇA,35
MG,BOCAINA DE MINAS,32
MG,BOCAIÚVA,38
MG,BOM DESPACHO,37
MG,BOM JARDIM DE MINAS,32
MG,BOM JESUS DA PENHA,35
MG,BOM JESUS DO AMPARO,31
MG,BOM JESUS DO GALHO,33
MG,BOM REPOUSO,35
MG,BOM SUCESSO,35
MG,BONFIM,31
MG,BONFINÓPOLIS DE MINAS,38
MG,BONITO DE MINAS,38
MG,BORDA DA MATA,35
MG,BOTELHOS,35
MG,BOTUMIRIM,38
MG,BRÁS PIRES,32
MG,BRASILÂNDIA,38
MG,BRASÍLIA DE MINAS,38
MG,BRASÓPOLIS,35
MG,BRAÚNAS,33
MG,BRUMADINHO,31
MG,BUENO BRANDÃO,35
MG,BUENÓPOLIS,38
MG,BUGRE,33
MG,BURITIS,38
MG,BURITIZEIRO,38
MG,CABECEIRA GRANDE,38
MG,CABO VERDE,35
MG,CACHOEIRA DA PRATA,31
MG,CACHOEIRA DE MINAS,35
MG,CACHOEIRA DE PAJEÚ,33
MG,CACHOEIRA DOURADA,34
MG,CAETANÓPOLIS,31
MG,CAETÉ,31
MG,CAIANA,32
MG,CAJURI,31
MG,CALDAS,35
MG,CAMACHO,37
MG,CAMANDUCAIA,35
MG,CAMBUÍ,35
MG,CAMBUQUIRA,35
MG,CAMPANÁRIO,33
MG,CAMPANHA,35
MG,CAMPESTRE,35
MG,CAMPINA VERDE,34
MG,CAMPO AZUL,38
MG,CAMPO BELO,35
MG,CAMPO DO MEIO,35
MG,CAMPO FLORIDO,34
MG,CAMPOS ALTOS,37
MG,CAMPOS GERAIS,35
MG,CANA VERDE,35
MG,CANAÃ,31
MG,CANÁPOLIS,34
MG,CANDEIAS,35
MG,CANTAGALO,33
MG,CAPARAÓ,32
MG,CAPELA NOVA,31
MG,CAPELINHA,33
MG,CAPETINGA,35
MG,CAPIM BRANCO,31
MG,CAPINÓPOLIS,34
MG,CAPITÃO ANDRADE,33
MG,CAPITÃO ENÉAS,38
MG,CAPITÓLIO,37
MG,CAPUTIRA,31
MG,CARAÍ,33
MG,CARANAÍBA,31
MG,CARANDAÍ,32
MG,CARANGOLA,32
MG,CARATINGA,33
MG,CARBONITA,38
MG,CAREAÇU,35
MG,CARLOS CHAGAS,33
MG,CARMÉSIA,31
MG,CARMO DA CACHOEIRA,35
MG,CARMO DA MATA,37
MG,CARMO DE MINAS,35
MG,CARMO DO CAJURU,37
MG,CARMO DO PARANAÍBA,34
MG,CARMO DO RIO CLARO,35
MG,CARMÓPOLIS DE MINAS,37
MG,CARNEIRINHO,34
MG,CARRANCAS,35
MG,CARVALHÓPOLIS,35
MG,CARVALHOS,35
MG,CASA GRANDE,31
MG,CASCALHO RICO,34
MG,CÁSSIA,35
MG,CATAGUASES,32
MG,CATAS ALTAS,31
MG,CATAS ALTAS DA NORUEGA,31
MG,CATUJI,33
MG,CATUTI,38
MG,CAXAMBU,35
MG,CEDRO DO ABAETÉ,37
MG,CENTRAL DE MINAS,33
MG,CENTRALINA,34
MG,CHÁCARA,32
MG,CHALÉ,33
MG,CHAPADA DO NORTE,33
MG,CHAPADA GAÚCHA,38
MG,CHIADOR,32
MG,CIPOTÂNEA,32
MG,CLARAVAL,34
MG,CLARO DOS POÇÕES,38
MG,CLÁUDIO,37
MG,COIMBRA,32
MG,COLUNA,33
MG,COMENDADOR GOMES,34
MG,COMERCINHO,33
MG,CONCEIÇÃO DA APARECIDA,35
MG,CONCEIÇÃO DA BARRA DE MINAS,32
MG,CONCEIÇÃO DAS ALAGOAS,34
MG,CONCEIÇÃO DAS PEDRAS,35
MG,CONCEIÇÃO DE IPANEMA,33
MG,CONCEIÇÃO DO MATO DENTRO,31
MG,CONCEIÇÃO DO PARÁ,37
MG,CONCEIÇÃO DO RIO VERDE,35
MG,CONCEIÇÃO DOS OUROS,35
MG,CÔNEGO MARINHO,38
MG,CONFINS,31
MG,CONGONHAL,35
MG,CONGONHAS,31
MG,CONGONHAS DO NORTE,31
MG,CONQUISTA,34
MG,CONSELHEIRO LAFAIETE,31
MG,CONSELHEIRO PENA,33
MG,CONSOLAÇÃO,35
MG,CONTAGEM,31
MG,COQUEIRAL,35
MG,CORAÇÃO DE JESUS,38
MG,CORDISBURGO,31
MG,CORDISLÂNDIA,35
MG,CORINTO,38
MG,COROACI,33
MG,COROMANDEL,34
MG,CORONEL FABRICIANO,31
MG,CORONEL MURTA,33
MG,CORONEL PACHECO,32
MG,CORONEL XAVIER CHAVES,32
MG,CÓRREGO DANTA,37
MG,CÓRREGO DO BOM JESUS,35
MG,CÓRREGO FUNDO,37
MG,CÓRREGO NOVO,33
MG,COUTO DE MAGALHÃES DE MINAS,38
MG,CRISÓLITA,33
MG,CRISTAIS,35
MG,CRISTÁLIA,38
MG,CRISTIANO OTONI,31
MG,CRISTINA,35
MG,CRUCILÂNDIA,31
MG,CRUZEIRO DA FORTALEZA,34
MG,CRUZÍLIA,35
MG,CUPARAQUE,33
MG,CURRAL DE DENTRO,33
MG,CURVELO,38
MG,DATAS,38
MG,DELFIM MOREIRA,35
MG,DELFINÓPOLIS,35
MG,DELTA,34
MG,DESCOBERTO,32
MG,DESTERRO DE ENTRE RIOS,31
MG,DESTERRO DO MELO,32
MG,DIAMANTINA,38
MG,DIOGO DE VASCONCELOS,31
MG,DIONÍSIO,31
MG,DIVINÉSIA,32
MG,DIVINO,32
MG,DIVINO DAS LARANJEIRAS,33
MG,DIVINOLÂNDIA DE MINAS,33
MG,DIVINÓPOLIS,37
MG,DIVISA ALEGRE,33
MG,DIVISA NOVA,35
MG,DIVISÓPOLIS,33
MG,DOM BOSCO,38
MG,DOM CAVATI,33
MG,DOM JOAQUIM,31
MG,DOM SILVÉRIO,31
MG,DOM VIÇOSO,35
MG,DONA EUZÉBIA,32
MG,DORES DE CAMPOS,32
MG,DORES DE GUANHÃES,33
MG,DORES DO INDAIÁ,37
MG,DORES DO TURVO,32
MG,DORESÓPOLIS,37
MG,DOURADOQUARA,34
MG,DURANDÉ,33
MG,ELÓI MENDES,35
MG,ENGENHEIRO CALDAS,33
MG,ENGENHEIRO NAVARRO,38
MG,ENTRE FOLHAS,33
MG,ENTRE RIOS DE MINAS,31
MG,ERVÁLIA,32
MG,ESMERALDAS,31
MG,ESPERA FELIZ,32
MG,ESPINOSA,38
MG,ESPÍRITO SANTO DO DOURADO,35
MG,ESTIVA,35
MG,ESTRELA DALVA,32
MG,ESTRELA DO INDAIÁ,37
MG,ESTRELA DO SUL,34
MG,EUGENÓPOLIS,32
MG,EWBANK DA CÂMARA,32
MG,EXTREMA,35
MG,FAMA,35
MG,FARIA LEMOS,32
MG,FELÍCIO DOS SANTOS,38
MG,FELISBURGO,33
MG,FELIXLÂNDIA,38
MG,FERNANDES TOURINHO,33
MG,FERROS,31
MG,FERVEDOURO,32
MG,FLORESTAL,31
MG,FORMIGA,37
MG,FORMOSO,38
MG,FORTALEZA DE MINAS,35
MG,FORTUNA DE MINAS,31
MG,FRANCISCO BADARÓ,33
MG,FRANCISCO DUMONT,38
MG,FRANCISCO SÁ,38
MG,FRANCISCÓPOLIS,33
MG,FREI GASPAR,33
MG,FREI INOCÊNCIO,33
MG,FREI LAGONEGRO,33
MG,FRONTEIRA,34
MG,FRONTEIRA DOS VALES,33
MG,FRUTA DE LEITE,38
MG,FRUTAL,34
MG,FUNILÂNDIA,31
MG,GALILÉIA,33
MG,GAMELEIRAS,38
MG,GLAUCILÂNDIA,38
MG,GOIABEIRA,33
MG,GOIANÁ,32
MG,GONÇALVES,35
MG,GONZAGA,33
MG,GOUVÊA,38
MG,GOVERNADOR VALADARES,33
MG,GRÃO MOGOL,38
MG,GRUPIARA,34
MG,GUANHÃES,33
MG,GUAPÉ,35
MG,GUARACIABA,31
MG,GUARACIAMA,38
MG,GUARANÉSIA,35
MG,GUARANI,32
MG,GUARARÁ,32
MG,GUARDA-MOR,38
MG,GUAXUPÉ,35
MG,GUIDOVAL,32
MG,GUIMARÂNIA,34
MG,GUIRICEMA,32
MG,GURINHATÃ,34
MG,HELIODORA,35
MG,IAPU,33
MG,IBERTIOGA,32
MG,IBIÁ,34
MG,IBIAÍ,38
MG,IBIRACATU,38
MG,IBIRACI,35
MG,IBIRITÉ,31
MG,IBITIÚRA DE MINAS,35
MG,IBITURUNA,35
MG,ICARAÍ DE MINAS,38
MG,IGARAPÉ,31
MG,IGARATINGA,37
MG,IGUATAMA,37
MG,IJACI,35
MG,ILICÍNEA,35
MG,IMBÉ DE MINAS,33
MG,INCONFIDENTES,35
MG,INDAIABIRA,38
MG,INDIANÓPOLIS,34
MG,INGAÍ,35
MG,INHAPIM,33
MG,INHAÚMA,31
MG,INIMUTABA,38
MG,IPABA,31
MG,IPANEMA,33
MG,IPATINGA,31
MG,IPIAÇU,34
MG,IPUIÚNA,35
MG,IRAÍ DE MINAS,34
MG,ITABIRA,31
MG,ITABIRINHA DE MANTENA,33
MG,ITABIRITO,31
MG,ITACAMBIRA,38
MG,ITACARAMBI,38
MG,ITAGUARA,31
MG,ITAIPÉ,33
MG,ITAJUBÁ,35
MG,ITAMARANDIBA,38
MG,ITAMARATI DE MINAS,32
MG,ITAMBACURI,33
MG,ITAMBÉ DO MATO DENTRO,31
MG,ITAMOGI,35
MG,ITAMONTE,35
MG,ITANHANDU,35
MG,ITANHOMI,33
MG,ITAOBIM,33
MG,ITAPAGIPE,34
MG,ITAPECERICA,37
MG,ITAPEVA,35
MG,ITATIAIUÇU,31
MG,ITAÚ DE MINAS,35
MG,ITAÚNA,37
MG,ITAVERAVA,31
MG,ITINGA,33
MG,ITUETA,33
MG,ITUIUTABA,34
MG,ITUMIRIM,35
MG,ITURAMA,34
MG,ITUTINGA,35
MG,JABOTICATUBAS,31
MG,JACINTO,33
MG,JACUÍ,35
MG,JACUTINGA,35
MG,JAGUARAÇU,31
MG,JAÍBA,38
MG,JAMPRUCA,33
MG,JANAÚBA,38
MG,JANUÁRIA,38
MG,JAPARAÍBA,37
MG,JAPONVAR,38
MG,JECEABA,31
MG,JENIPAPO DE MINAS,33
MG,JEQUERI,31
MG,JEQUITAÍ,38
MG,JEQUITIBÁ,31
MG,JEQUITINHONHA,33
MG,JESUÂNIA,35
MG,JOAÍMA,33
MG,JOANÉSIA,33
MG,JOÃO MONLEVADE,31
MG,JOÃO PINHEIRO,38
MG,JOAQUIM FELÍCIO,38
MG,JORDÂNIA,33
MG,JOSÉ GONÇALVES DE MINAS,33
MG,JOSÉ RAYDAN,33
MG,JOSENÓPOLIS,38
MG,JUATUBA,31
MG,JUIZ DE FORA,32
MG,JURAMENTO,38
MG,JURUAIA,35
MG,JUVENÍLIA,38
MG,LADAINHA,33
MG,LAGAMAR,34
MG,LAGOA DA PRATA,37
MG,LAGOA DOS PATOS,38
MG,LAGOA DOURADA,32
MG,LAGOA FORMOSA,34
MG,LAGOA GRANDE,34
MG,LAGOA SANTA,31
MG,LAJINHA,33
MG,LAMBARI,35
MG,LAMIM,31
MG,LARANJAL,32
MG,LASSANCE,38
MG,LAVRAS,35
MG,LEANDRO FERREIRA,37
MG,LEME DO PRADO,33
MG,LEOPOLDINA,32
MG,LIBERDADE,32
MG,LIMA DUARTE,32
MG,LIMEIRA DO OESTE,34
MG,LONTRA,38
MG,LUISBURGO,33
MG,LUISLÂNDIA,38
MG,LUMINÁRIAS,35
MG,LUZ,37
