UF,MUNICIPIO,COD_MUNICIPIO,CN
CE,MONSENHOR TABOSA,2308609,88
CE,MORADA NOVA,2308708,88
CE,MORAÚJO,2308807,88
CE,MORRINHOS,2308906,88
CE,MUCAMBO,2309003,88
CE,MULUNGU,2309102,85
CE,NOVA OLINDA,2309201,88
CE,NOVA RUSSAS,2309300,88
CE,NOVO ORIENTE,2309409,88
CE,OCARA,2309458,85
CE,ORÓS,2309508,88
CE,PACAJUS,2309607,85
CE,PACATUBA,2309706,85
CE,PACOTI,2309805,85
CE,PACUJÁ,2309904,88
CE,PALHANO,2310001,88
CE,PALMÁCIA,2310100,85
CE,PARACURU,2310209,85
CE,PARAIPABA,2310258,85
CE,PARAMBU,2310308,88
CE,PARAMOTI,2310407,85
CE,PEDRA BRANCA,2310506,88
CE,PENAFORTE,2310605,88
CE,PENTECOSTE,2310704,85
CE,PEREIRO,2310803,88
CE,PINDORETAMA,2310852,85
CE,PIQUET CARNEIRO,2310902,88
CE,PIRES FERREIRA,2310951,88
CE,PORANGA,2311009,88
CE,PORTEIRAS,2311108,88
CE,POTENGI,2311207,88
CE,POTIRETAMA,2311231,88
CE,QUITERIANÓPOLIS,2311264,88
CE,QUIXADÁ,2311306,88
CE,QUIXELÔ,2311355,88
CE,QUIXERAMOBIM,2311405,88
CE,QUIXERÉ,2311504,88
CE,REDENÇÃO,2311603,85
CE,RERIUTABA,2311702,88
CE,RUSSAS,2311801,88
CE,SABOEIRO,2311900,88
CE,SALITRE,2311959,88
CE,SANTA QUITÉRIA,2312205,88
CE,SANTANA DO ACARAÚ,2312007,88
CE,SANTANA DO CARIRI,2312106,88
CE,SÃO BENEDITO,2312304,88
CE,SÃO GONÇALO DO AMARANTE,2312403,85
CE,SÃO JOÃO DO JAGUARIBE,2312502,88
CE,SÃO LUÍS DO CURU,2312601,85
CE,SENADOR POMPEU,2312700,88
CE,SENADOR SÁ,2312809,88
CE,SOBRAL,2312908,88
CE,SOLONÓPOLE,2313005,88
CE,TABULEIRO DO NORTE,2313104,88
CE,TAMBORIL,2313203,88
CE,TARRAFAS,2313252,88
CE,TAUÁ,2313302,88
CE,TEJUÇUOCA,2313351,85
CE,TIANGUÁ,2313401,88
CE,TRAIRI,2313500,85
CE,TURURU,2313559,85
CE,UBAJARA,2313609,88
CE,UMARI,2313708,88
CE,UMIRIM,2313757,85
CE,URUBURETAMA,2313807,85
CE,URUOCA,2313906,88
CE,VARJOTA,2313955,88
CE,VÁRZEA ALEGRE,2314003,88
CE,VIÇOSA DO CEARÁ,2314102,88
DF,BRASÍLIA,5300108,61
ES,AFONSO CLÁUDIO,3200102,27
ES,ÁGUA DOCE DO NORTE,3200169,27
ES,ÁGUIA BRANCA,3200136,27
ES,ALEGRE,3200201,28
ES,ALFREDO CHAVES,3200300,27
ES,ALTO RIO NOVO,3200359,27
ES,ANCHIETA,3200409,28
ES,APIACÁ,3200508,28
ES,ARACRUZ,3200607,27
ES,ATILIO VIVACQUA,3200706,28
ES,BAIXO GUANDU,3200805,27
ES,BARRA DE SÃO FRANCISCO,3200904,27
ES,BOA ESPERANÇA,3201001,27
ES,BOM JESUS DO NORTE,3201100,28
ES,BREJETUBA,3201159,27
ES,CACHOEIRO DE ITAPEMIRIM,3201209,28
ES,CARIACICA,3201308,27
ES,CASTELO,3201407,28
ES,COLATINA,3201506,27
ES,CONCEIÇÃO DA BARRA,3201605,27
ES,CONCEIÇÃO DO CASTELO,3201704,28
ES,DIVINO DE SÃO LOURENÇO,3201803,28
ES,DOMINGOS MARTINS,3201902,27
ES,DORES DO RIO PRETO,3202009,28
ES,ECOPORANGA,3202108,27
ES,FUNDÃO,3202207,27
ES,GOVERNADOR LINDENBERG,3202256,27
ES,GUAÇUÍ,3202306,28
ES,GUARAPARI,3202405,27
ES,IBATIBA,3202454,28
ES,IBIRAÇU,3202504,27
ES,IBITIRAMA,3202553,28
ES,ICONHA,3202603,28
ES,IRUPI,3202652,28
ES,ITAGUAÇU,3202702,27
ES,ITAPEMIRIM,3202801,28
ES,ITARANA,3202900,27
ES,IÚNA,3203007,28
ES,JAGUARÉ,3203056,27
ES,JERÔNIMO MONTEIRO,3203106,28
ES,JOÃO NEIVA,3203130,27
ES,LARANJA DA TERRA,3203163,27
ES,LINHARES,3203205,27
ES,MANTENÓPOLIS,3203304,27
ES,MARATAÍZES,3203320,28
ES,MARECHAL FLORIANO,3203346,27
ES,MARILÂNDIA,3203353,27
ES,MIMOSO DO SUL,3203403,28
ES,MONTANHA,3203502,27
ES,MUCURICI,3203601,27
ES,MUNIZ FREIRE,3203700,28
ES,MUQUI,3203809,28
ES,NOVA VENÉCIA,3203908,27
ES,PANCAS,3204005,27
ES,PEDRO CANÁRIO,3204054,27
ES,PINHEIROS,3204104,27
ES,PIÚMA,3204203,28
ES,PONTO BELO,3204252,27
ES,PRESIDENTE KENNEDY,3204302,28
ES,RIO BANANAL,3204351,27
ES,RIO NOVO DO SUL,3204401,28
ES,SANTA LEOPOLDINA,3204500,27
ES,SANTA MARIA DE JETIBÁ,3204559,27
ES,SANTA TERESA,3204609,27
ES,SÃO DOMINGOS DO NORTE,3204658,27
ES,SÃO GABRIEL DA PALHA,3204708,27
ES,SÃO JOSÉ DO CALÇADO,3204807,28
ES,SÃO MATEUS,3204906,27
ES,SÃO ROQUE DO CANAÃ,3204955,27
ES,SERRA,3205002,27
ES,SOORETAMA,3205010,27
ES,VARGEM ALTA,3205036,28
ES,VENDA NOVA DO IMIGRANTE,3205069,28
ES,VIANA,3205101,27
ES,VILA PAVÃO,3205150,27
ES,VILA VALÉRIO,3205176,27
ES,VILA VELHA,3205200,27
ES,VITÓRIA,3205309,27
GO,ABADIA DE GOIÁS,5200050,62
GO,ABADIÂNIA,5200100,62
GO,ACREÚNA,5200134,64
GO,ADELÂNDIA,5200159,64
GO,ÁGUA FRIA DE GOIÁS,5200175,62
GO,ÁGUA LIMPA,5200209,64
GO,ÁGUAS LINDAS DE GOIÁS,5200258,61
GO,ALEXÂNIA,5200308,62
GO,ALOÂNDIA,5200506,64
GO,ALTO HORIZONTE,5200555,62
GO,ALTO PARAÍSO DE GOIÁS,5200605,62
GO,ALVORADA DO NORTE,5200803,62
GO,AMARALINA,5200829,62
GO,AMERICANO DO BRASIL,5200852,64
GO,AMORINÓPOLIS,5200902,64
GO,ANÁPOLIS,5201108,62
GO,ANHANGUERA,5201207,64
GO,ANICUNS,5201306,64
GO,APARECIDA DE GOIÂNIA,5201405,62
GO,APARECIDA DO RIO DOCE,5201454,64
GO,APORÉ,5201504,64
GO,ARAÇU,5201603,62
GO,ARAGARÇAS,5201702,64
GO,ARAGOIÂNIA,5201801,62
GO,ARAGUAPAZ,5202155,62
GO,ARENÓPOLIS,5202353,64
GO,ARUANÃ,5202502,62
GO,AURILÂNDIA,5202601,64
GO,AVELINÓPOLIS,5202809,64
GO,BALIZA,5203104,64
GO,BARRO ALTO,5203203,62
GO,BELA VISTA DE GOIÁS,5203302,62
GO,BOM JARDIM DE GOIÁS,5203401,64
GO,BOM JESUS DE GOIÁS,5203500,64
GO,BONFINÓPOLIS,5203559,62
GO,BONÓPOLIS,5203575,62
GO,BRAZABRANTES,5203609,62
GO,BRITÂNIA,5203807,62
GO,BURITI ALEGRE,5203906,64
GO,BURITI DE GOIÁS,5203939,64
GO,BURITINÓPOLIS,5203962,62
GO,CABECEIRAS,5204003,61
GO,CACHOEIRA ALTA,5204102,64
GO,CACHOEIRA DE GOIÁS,5204201,64
GO,CACHOEIRA DOURADA,5204250,64
GO,CAÇU,5204300,64
GO,CAIAPÔNIA,5204409,64
GO,CALDAS NOVAS,5204508,64
GO,CALDAZINHA,5204557,62
GO,CAMPESTRE DE GOIÁS,5204607,62
GO,CAMPINAÇU,5204656,62
GO,CAMPINORTE,5204706,62
GO,CAMPO ALEGRE DE GOIÁS,5204805,64
GO,CAMPO LIMPO DE GOIÁS,5204854,62
GO,CAMPOS BELOS,5204904,62
GO,CAMPOS VERDES,5204953,62
GO,CARMO DO RIO VERDE,5205000,62
GO,CASTELÂNDIA,5205059,64
GO,CATALÃO,5205109,64
GO,CATURAÍ,5205208,62
GO,CAVALCANTE,5205307,62
GO,CERES,5205406,62
GO,CEZARINA,5205455,64
GO,CHAPADÃO DO CÉU,5205471,64
GO,CIDADE OCIDENTAL,5205497,61
GO,COCALZINHO DE GOIÁS,5205513,62
GO,COLINAS DO SUL,5205521,62
GO,CÓRREGO DO OURO,5205703,64
GO,CORUMBÁ DE GOIÁS,5205802,62
GO,CORUMBAÍBA,5205901,64
GO,CRISTALINA,5206206,61
GO,CRISTIANÓPOLIS,5206305,64
GO,CRIXÁS,5206404,62
GO,CROMÍNIA,5206503,64
GO,CUMARI,5206602,64
GO,DAMIANÓPOLIS,5206701,62
GO,DAMOLÂNDIA,5206800,62
GO,DAVINÓPOLIS,5206909,64
GO,DIORAMA,5207105,64
GO,DIVINÓPOLIS DE GOIÁS,5208301,62
GO,DOVERLÂNDIA,5207253,64
GO,EDEALINA,5207352,64
GO,EDÉIA,5207402,64
GO,ESTRELA DO NORTE,5207501,62
GO,FAINA,5207535,62
GO,FAZENDA NOVA,5207600,62
GO,FIRMINÓPOLIS,5207808,64
GO,FLORES DE GOIÁS,5207907,62
GO,FORMOSA,5208004,61
GO,FORMOSO,5208103,62
GO,GAMELEIRA DE GOIÁS,5208152,62
GO,GOIANÁPOLIS,5208400,62
GO,GOIANDIRA,5208509,64
GO,GOIANÉSIA,5208608,62
GO,GOIÂNIA,5208707,62
GO,GOIANIRA,5208806,62
GO,GOIÁS,5208905,62
GO,GOIATUBA,5209101,64
GO,GOUVELÂNDIA,5209150,64
GO,GUAPÓ,5209200,62
GO,GUARAÍTA,5209291,62
GO,GUARANI DE GOIÁS,5209408,62
GO,GUARINOS,5209457,62
GO,HEITORAÍ,5209606,62
GO,HIDROLÂNDIA,5209705,62
GO,HIDROLINA,5209804,62
GO,IACIARA,5209903,62
GO,INACIOLÂNDIA,5209937,64
GO,INDIARA,5209952,64
GO,INHUMAS,5210000,62
GO,IPAMERI,5210109,64
GO,IPIRANGA DE GOIÁS,5210158,62
GO,IPORÁ,5210208,64
GO,ISRAELÂNDIA,5210307,64
GO,ITABERAÍ,5210406,62
GO,ITAGUARI,5210562,62
GO,ITAGUARU,5210604,62
GO,ITAJÁ,5210802,64
GO,ITAPACI,5210901,62
GO,ITAPIRAPUÃ,5211008,62
GO,ITAPURANGA,5211206,62
GO,ITARUMÃ,5211305,64
GO,ITAUÇU,5211404,62
GO,ITUMBIARA,5211503,64
GO,IVOLÂNDIA,5211602,64
GO,JANDAIA,5211701,64
GO,JARAGUÁ,5211800,62
GO,JATAÍ,5211909,64
GO,JAUPACI,5212006,64
GO,JESÚPOLIS,5212055,62
GO,JOVIÂNIA,5212105,64
GO,JUSSARA,5212204,62
GO,LAGOA SANTA,5212253,64
GO,LEOPOLDO DE BULHÕES,5212303,62
GO,LUZIÂNIA,5212501,61
GO,MAIRIPOTABA,5212600,64
GO,MAMBAÍ,5212709,62
GO,MARA ROSA,5212808,62
GO,MARZAGÃO,5212907,64
GO,MATRINCHÃ,5212956,62
GO,MAURILÂNDIA,5213004,64
GO,MIMOSO DE GOIÁS,5213053,62
GO,MINAÇU,5213087,62
GO,MINEIROS,5213103,64
GO,MOIPORÁ,5213400,64
GO,MONTE ALEGRE DE GOIÁS,5213509,62
GO,MONTES CLAROS DE GOIÁS,5213707,62
GO,MONTIVIDIU,5213756,64
GO,MONTIVIDIU DO NORTE,5213772,62
GO,MORRINHOS,5213806,64
GO,MORRO AGUDO DE GOIÁS,5213855,62
GO,MOSSÂMEDES,5213905,64
GO,MOZARLÂNDIA,5214002,62
GO,MUNDO NOVO,5214051,62
GO,MUTUNÓPOLIS,5214101,62
GO,NAZÁRIO,5214408,64
GO,NERÓPOLIS,5214507,62
GO,NIQUELÂNDIA,5214606,62
GO,NOVA AMÉRICA,5214705,62
GO,NOVA AURORA,5214804,64
GO,NOVA CRIXÁS,5214838,62
GO,NOVA GLÓRIA,5214861,62
GO,NOVA IGUAÇU DE GOIÁS,5214879,62
GO,NOVA ROMA,5214903,62
GO,NOVA VENEZA,5215009,62
GO,NOVO BRASIL,5215207,62
GO,NOVO GAMA,5215231,61
GO,NOVO PLANALTO,5215256,62
GO,ORIZONA,5215306,64
GO,OURO VERDE DE GOIÁS,5215405,62
GO,OUVIDOR,5215504,64
GO,PADRE BERNARDO,5215603,61
GO,PALESTINA DE GOIÁS,5215652,64
GO,PALMEIRAS DE GOIÁS,5215702,64
GO,PALMELO,5215801,64
GO,PALMINÓPOLIS,5215900,64
GO,PANAMÁ,5216007,64
GO,PARANAIGUARA,5216304,64
GO,PARAÚNA,5216403,64
GO,PEROLÂNDIA,5216452,64
GO,PETROLINA DE GOIÁS,5216809,62
GO,PILAR DE GOIÁS,5216908,62
GO,PIRACANJUBA,5217104,64
GO,PIRANHAS,5217203,64
GO,PIRENÓPOLIS,5217302,62
GO,PIRES DO RIO,5217401,64
GO,PLANALTINA,5217609,61
GO,PONTALINA,5217708,64
GO,PORANGATU,5218003,62
GO,PORTEIRÃO,5218052,64
GO,PORTELÂNDIA,5218102,64
GO,POSSE,5218300,62
GO,PROFESSOR JAMIL,5218391,64
GO,QUIRINÓPOLIS,5218508,64
GO,RIALMA,5218607,62
GO,RIANÁPOLIS,5218706,62
GO,RIO QUENTE,5218789,64
GO,RIO VERDE,5218805,64
GO,RUBIATABA,5218904,62
GO,SANCLERLÂNDIA,5219001,64
GO,SANTA BÁRBARA DE GOIÁS,5219100,62
GO,SANTA CRUZ DE GOIÁS,5219209,64
GO,SANTA FÉ DE GOIÁS,5219258,62
GO,SANTA HELENA DE GOIÁS,5219308,64
GO,SANTA ISABEL,5219357,62
GO,SANTA RITA DO ARAGUAIA,5219407,64
GO,SANTA RITA DO NOVO DESTINO,5219456,62
GO,SANTA ROSA DE GOIÁS,5219506,62
GO,SANTA TEREZA DE GOIÁS,5219605,62
GO,SANTA TEREZINHA DE GOIÁS,5219704,62
GO,SANTO ANTÔNIO DA BARRA,5219712,64
GO,SANTO ANTÔNIO DE GOIÁS,5219738,62
GO,SANTO ANTÔNIO DO DESCOBERTO,5219753,61
GO,SÃO DOMINGOS,5219803,62
GO,SÃO FRANCISCO DE GOIÁS,5219902,62
GO,SÃO JOÃO DA PARAÚNA,5220058,64
GO,SÃO JOÃO D'ALIANÇA,5220009,62
GO,SÃO LUÍS DE MONTES BELOS,5220108,64
GO,SÃO LUIZ DO NORTE,5220157,62
GO,SÃO MIGUEL DO ARAGUAIA,5220207,62
GO,SÃO MIGUEL DO PASSA QUATRO,5220264,62
GO,SÃO PATRÍCIO,5220280,62
GO,SÃO SIMÃO,5220405,64
GO,SENADOR CANEDO,5220454,62
GO,SERRANÓPOLIS,5220504,64
GO,SILVÂNIA,5220603,62
GO,SIMOLÂNDIA,5220686,62
GO,SÍTIO D'ABADIA,5220702,62
GO,TAQUARAL DE GOIÁS,5221007,62
GO,TERESINA DE GOIÁS,5221080,62
GO,TEREZÓPOLIS DE GOIÁS,5221197,62
GO,TRÊS RANCHOS,5221304,64
GO,TRINDADE,5221403,62
GO,TROMBAS,5221452,62
GO,TURVÂNIA,5221502,64
GO,TURVELÂNDIA,5221551,64
GO,UIRAPURU,5221577,62
GO,URUAÇU,5221601,62
GO,URUANA,5221700,62
GO,URUTAÍ,5221809,64
GO,VALPARAÍSO DE GOIÁS,5221858,61
GO,VARJÃO,5221908,62
GO,VIANÓPOLIS,5222005,62
GO,VICENTINÓPOLIS,5222054,64
GO,VILA BOA,5222203,61
GO,VILA PROPÍCIO,5222302,62
MA,AÇAILÂNDIA,2100055,99
MA,AFONSO CUNHA,2100105,98
MA,ÁGUA DOCE DO MARANHÃO,2100154,98
MA,ALCÂNTARA,2100204,98
MA,ALDEIAS ALTAS,2100303,99
MA,ALTAMIRA DO MARANHÃO,2100402,98
MA,ALTO ALEGRE DO MARANHÃO,2100436,99
MA,ALTO ALEGRE DO PINDARÉ,2100477,98
MA,ALTO PARNAÍBA,2100501,99
MA,AMAPÁ DO MARANHÃO,2100550,98
MA,AMARANTE DO MARANHÃO,2100600,99
MA,ANAJATUBA,2100709,98
MA,ANAPURUS,2100808,98
MA,APICUM-AÇU,2100832,98
MA,ARAGUANÃ,2100873,98
MA,ARAIOSES,2100907,98
MA,ARAME,2100956,99
MA,ARARI,2101004,98
MA,AXIXÁ,2101103,98
MA,BACABAL,2101202,99
MA,BACABEIRA,2101251,98
MA,BACURI,2101301,98
MA,BACURITUBA,2101350,98
MA,BALSAS,2101400,99
MA,BARÃO DE GRAJAÚ,2101509,99
MA,BARRA DO CORDA,2101608,99
MA,BARREIRINHAS,2101707,98
MA,BELA VISTA DO MARANHÃO,2101772,98
MA,BELÁGUA,2101731,98
MA,BENEDITO LEITE,2101806,99
MA,BEQUIMÃO,2101905,98
MA,BERNARDO DO MEARIM,2101939,99
MA,BOA VISTA DO GURUPI,2101970,98
MA,BOM JARDIM,2102002,98
MA,BOM JESUS DAS SELVAS,2102036,98
MA,BOM LUGAR,2102077,99
MA,BREJO,2102101,98
MA,BREJO DE AREIA,2102150,98
MA,BURITI,2102200,98
MA,BURITI BRAVO,2102309,99
MA,BURITICUPU,2102325,98
MA,BURITIRANA,2102358,99
MA,CACHOEIRA GRANDE,2102374,98
MA,CAJAPIÓ,2102408,98
MA,CAJARI,2102507,98
MA,CAMPESTRE DO MARANHÃO,2102556,99
MA,CÂNDIDO MENDES,2102606,98
MA,CANTANHEDE,2102705,98
MA,CAPINZAL DO NORTE,2102754,99
MA,CAROLINA,2102804,99
MA,CARUTAPERA,2102903,98
MA,CAXIAS,2103000,99
MA,CEDRAL,2103109,98
MA,CENTRAL DO MARANHÃO,2103125,98
MA,CENTRO DO GUILHERME,2103158,98
MA,CENTRO NOVO DO MARANHÃO,2103174,98
MA,CHAPADINHA,2103208,98
MA,CIDELÂNDIA,2103257,99
MA,CODÓ,2103307,99
MA,COELHO NETO,2103406,98
MA,COLINAS,2103505,99
MA,CONCEIÇÃO DO LAGO-AÇU,2103554,98
MA,COROATÁ,2103604,99
MA,CURURUPU,2103703,98
MA,DAVINÓPOLIS,2103752,99
MA,DOM PEDRO,2103802,99
MA,DUQUE BACELAR,2103901,98
MA,ESPERANTINÓPOLIS,2104008,99
MA,ESTREITO,2104057,99
MA,FEIRA NOVA DO MARANHÃO,2104073,99
MA,FERNANDO FALCÃO,2104081,99
MA,FORMOSA DA SERRA NEGRA,2104099,99
MA,FORTALEZA DOS NOGUEIRAS,2104107,99
MA,FORTUNA,2104206,99
MA,GODOFREDO VIANA,2104305,98
MA,GONÇALVES DIAS,2104404,99
MA,GOVERNADOR ARCHER,2104503,99
MA,GOVERNADOR EDISON LOBÃO,2104552,99
MA,GOVERNADOR EUGÊNIO BARROS,2104602,99
MA,GOVERNADOR LUIZ ROCHA,2104628,99
MA,GOVERNADOR NEWTON BELLO,2104651,98
MA,GOVERNADOR NUNES FREIRE,2104677,98
MA,GRAÇA ARANHA,2104701,99
MA,GRAJAÚ,2104800,99
MA,GUIMARÃES,2104909,98
MA,HUMBERTO DE CAMPOS,2105005,98
MA,ICATU,2105104,98
MA,IGARAPÉ DO MEIO,2105153,98
MA,IGARAPÉ GRANDE,2105203,99
MA,IMPERATRIZ,2105302,99
MA,ITAIPAVA DO GRAJAÚ,2105351,99
MA,ITAPECURU MIRIM,2105401,98
MA,ITINGA DO MARANHÃO,2105427,99
MA,JATOBÁ,2105450,99
MA,JENIPAPO DOS VIEIRAS,2105476,99
MA,JOÃO LISBOA,2105500,99
MA,JOSELÂNDIA,2105609,99
MA,JUNCO DO MARANHÃO,2105658,98
MA,LAGO DA PEDRA,2105708,99
MA,LAGO DO JUNCO,2105807,99
MA,LAGO DOS RODRIGUES,2105948,99
MA,LAGO VERDE,2105906,99
MA,LAGOA DO MATO,2105922,99
MA,LAGOA GRANDE DO MARANHÃO,2105963,99
MA,LAJEADO NOVO,2105989,99
MA,LIMA CAMPOS,2106003,99
MA,LORETO,2106102,99
MA,LUÍS DOMINGUES,2106201,98
MA,MAGALHÃES DE ALMEIDA,2106300,98
MA,MARACAÇUMÉ,2106326,98
MA,MARAJÁ DO SENA,2106359,98
MA,MARANHÃOZINHO,2106375,98
MA,MATA ROMA,2106409,98
MA,MATINHA,2106508,98
MA,MATÕES,2106607,99
MA,MATÕES DO NORTE,2106631,98
MA,MILAGRES DO MARANHÃO,2106672,98
MA,MIRADOR,2106706,99
MA,MIRANDA DO NORTE,2106755,98
MA,MIRINZAL,2106805,98
MA,MONÇÃO,2106904,98
MA,MONTES ALTOS,2107001,99
MA,MORROS,2107100,98
MA,NINA RODRIGUES,2107209,98
MA,NOVA COLINAS,2107258,99
MA,NOVA IORQUE,2107308,99
MA,NOVA OLINDA DO MARANHÃO,2107357,98
MA,OLHO D'ÁGUA DAS CUNHÃS,2107407,98
MA,OLINDA NOVA DO MARANHÃO,2107456,98
MA,PAÇO DO LUMIAR,2107506,98
MA,PALMEIRÂNDIA,2107605,98
MA,PARAIBANO,2107704,99
MA,PARNARAMA,2107803,99
MA,PASSAGEM FRANCA,2107902,99
MA,PASTOS BONS,2108009,99
MA,PAULINO NEVES,2108058,98
MA,PAULO RAMOS,2108108,98
MA,PEDREIRAS,2108207,99
MA,PEDRO DO ROSÁRIO,2108256,98
MA,PENALVA,2108306,98
MA,PERI MIRIM,2108405,98
MA,PERITORÓ,2108454,99
MA,PINDARÉ-MIRIM,2108504,98
MA,PINHEIRO,2108603,98
MA,PIO XII,2108702,98
MA,PIRAPEMAS,2108801,98
MA,POÇÃO DE PEDRAS,2108900,99
MA,PORTO FRANCO,2109007,99
MA,PORTO RICO DO MARANHÃO,2109056,98
MA,PRESIDENTE DUTRA,2109106,99
MA,PRESIDENTE JUSCELINO,2109205,98
MA,PRESIDENTE MÉDICI,2109239,98
MA,PRESIDENTE SARNEY,2109270,98
MA,PRESIDENTE VARGAS,2109304,98
MA,PRIMEIRA CRUZ,2109403,98
MA,RAPOSA,2109452,98
MA,RIACHÃO,2109502,99
MA,RIBAMAR FIQUENE,2109551,99
MA,ROSÁRIO,2109601,98
MA,SAMBAÍBA,2109700,99
MA,SANTA FILOMENA DO MARANHÃO,2109759,99
MA,SANTA HELENA,2109809,98
MA,SANTA INÊS,2109908,98
MA,SANTA LUZIA,2110005,98
MA,SANTA LUZIA DO PARUÁ,2110039,98
MA,SANTA QUITÉRIA DO MARANHÃO,2110104,98
MA,SANTA RITA,2110203,98
MA,SANTANA DO MARANHÃO,2110237,98
MA,SANTO AMARO DO MARANHÃO,2110278,98
MA,SANTO ANTÔNIO DOS LOPES,2110302,99
MA,SÃO BENEDITO DO RIO PRETO,2110401,98
MA,SÃO BENTO,2110500,98
MA,SÃO BERNARDO,2110609,98
MA,SÃO DOMINGOS DO AZEITÃO,2110658,99
MA,SÃO DOMINGOS DO MARANHÃO,2110708,99
MA,SÃO FÉLIX DE BALSAS,2110807,99
MA,SÃO FRANCISCO DO BREJÃO,2110856,99
MA,SÃO FRANCISCO DO MARANHÃO,2110906,99
MA,SÃO JOÃO BATISTA,2111003,98
MA,SÃO JOÃO DO CARÚ,2111029,98
MA,SÃO JOÃO DO PARAÍSO,2111052,99
MA,SÃO JOÃO DO SOTER,2111078,99
MA,SÃO JOÃO DOS PATOS,2111102,99
MA,SÃO JOSÉ DE RIBAMAR,2111201,98
MA,SÃO JOSÉ DOS BASÍLIOS,2111250,99
MA,SÃO LUÍS,2111300,98
MA,SÃO LUÍS GONZAGA DO MARANHÃO,2111409,99
MA,SÃO MATEUS DO MARANHÃO,2111508,99
MA,SÃO PEDRO DA ÁGUA BRANCA,2111532,99
MA,SÃO PEDRO DOS CRENTES,2111573,99
MA,SÃO RAIMUNDO DAS MANGABEIRAS,2111607,99
MA,SÃO RAIMUNDO DO DOCA BEZERRA,2111631,99
MA,SÃO ROBERTO,2111672,99
MA,SÃO VICENTE FERRER,2111706,98
MA,SATUBINHA,2111722,98
MA,SENADOR ALEXANDRE COSTA,2111748,99
MA,SENADOR LA ROCQUE,2111763,99
MA,SERRANO DO MARANHÃO,2111789,98
MA,SÍTIO NOVO,2111805,99
MA,SUCUPIRA DO NORTE,2111904,99
MA,SUCUPIRA DO RIACHÃO,2111953,99
MA,TASSO FRAGOSO,2112001,99
MA,TIMBIRAS,2112100,99
MA,TIMON,2112209,99
MA,TRIZIDELA DO VALE,2112233,99
MA,TUFILÂNDIA,2112274,98
MA,TUNTUM,2112308,99
MA,TURIAÇU,2112407,98
MA,TURILÂNDIA,2112456,98
MA,TUTÓIA,2112506,98
MA,URBANO SANTOS,2112605,98
MA,VARGEM GRANDE,2112704,98
MA,VIANA,2112803,98
MA,VILA NOVA DOS MARTÍRIOS,2112852,99
MA,VITÓRIA DO MEARIM,2112902,98
MA,VITORINO FREIRE,2113009,98
MA,ZÉ DOCA,2114007,98
MG,ABADIA DOS DOURADOS,3100104,34
MG,ABAETÉ,3100203,37
MG,ABRE CAMPO,3100302,31
MG,ACAIACA,3100401,31
MG,AÇUCENA,3100500,33
MG,ÁGUA BOA,3100609,33
MG,ÁGUA COMPRIDA,3100708,34
MG,AGUANIL,3100807,35
MG,ÁGUAS FORMOSAS,3100906,33
MG,ÁGUAS VERMELHAS,3101003,33
MG,AIMORÉS,3101102,33
MG,AIURUOCA,3101201,35
MG,ALAGOA,3101300,35
MG,ALBERTINA,3101409,35
MG,ALÉM PARAÍBA,3101508,32
MG,ALFENAS,3101607,35
MG,ALFREDO VASCONCELOS,3101631,32
MG,ALMENARA,3101706,33
MG,ALPERCATA,3101805,33
MG,ALPINÓPOLIS,3101904,35
MG,ALTEROSA,3102001,35
MG,ALTO CAPARAÓ,3102050,32
MG,ALTO JEQUITIBÁ,3153509,33
MG,ALTO RIO DOCE,3102100,32
MG,ALVARENGA,3102209,33
MG,ALVINÓPOLIS,3102308,31
MG,ALVORADA DE MINAS,3102407,31
MG,AMPARO DO SERRA,3102506,31
MG,ANDRADAS,3102605,35
MG,ANDRELÂNDIA,3102803,35
MG,ANGELÂNDIA,3102852,33
MG,ANTÔNIO CARLOS,3102902,32
MG,ANTÔNIO DIAS,3103009,31
MG,ANTÔNIO PRADO DE MINAS,3103108,32
MG,ARAÇAÍ,3103207,31
MG,ARACITABA,3103306,32
MG,ARAÇUAÍ,3103405,33
MG,ARAGUARI,3103504,34
MG,ARANTINA,3103603,32
MG,ARAPONGA,3103702,31
MG,ARAPORÃ,3103751,34
MG,ARAPUÁ,3103801,34
MG,ARAÚJOS,3103900,37
MG,ARAXÁ,3104007,34
MG,ARCEBURGO,3104106,35
MG,ARCOS,3104205,37
MG,AREADO,3104304,35
MG,ARGIRITA,3104403,32
MG,ARICANDUVA,3104452,38
MG,ARINOS,3104502,38
MG,ASTOLFO DUTRA,3104601,32
MG,ATALÉIA,3104700,33
MG,AUGUSTO DE LIMA,3104809,38
MG,BAEPENDI,3104908,35
MG,BALDIM,3105004,31
MG,BAMBUÍ,3105103,37
MG,BANDEIRA,3105202,33
MG,BANDEIRA DO SUL,3105301,35
MG,BARÃO DE COCAIS,3105400,31
MG,BARÃO DE MONTE ALTO,3105509,32
MG,BARBACENA,3105608,32
MG,BARRA LONGA,3105707,31
MG,BARROSO,3105905,32
MG,BELA VISTA DE MINAS,3106002,31
MG,BELMIRO BRAGA,3106101,32
MG,BELO HORIZONTE,3106200,31
MG,BELO ORIENTE,3106309,31
MG,BELO VALE,3106408,31
MG,BERILO,3106507,33
MG,BERIZAL,3106655,38
MG,BERTÓPOLIS,3106606,33
MG,BETIM,3106705,31
MG,BIAS FORTES,3106804,32
MG,BICAS,3106903,32
MG,BIQUINHAS,3107000,37
